Title,Rating,Oscars,Total Nominations and Awards,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number
Holes (2003),7.0,Awards,3 wins & 9 nominations,Andrew Davis,"$71,406,573",PG,359,84,83K
Thunderbolt and Lightfoot (1974),7.0,Nominated for 1 Oscar,1 nomination total,Michael Cimino,"$21,700,000",R,125,100,24K
The Fabulous Baker Boys (1989),6.9,Nominated for 4 Oscars,14 wins & 17 nominations total,Steve Kloves,"$18,428,904",R,92,36,23K
Double Impact (1991),5.6,Awards,2 nominations,Sheldon Lettich,"$30,102,717",R,104,73,40K
X-Men: Days of Future Past (2014),7.9,Nominated for 1 Oscar,16 wins & 48 nominations total,Bryan Singer,"$746,045,700",PG-13,864,577,684K
Maverick (1994),7.0,Nominated for 1 Oscar,1 win & 2 nominations total,Richard Donner,"$183,031,272",PG,141,53,108K
The Mummy (1999),7.0,Nominated for 1 Oscar,5 wins & 24 nominations total,Stephen Sommers,"$415,933,406",PG-13,1.1K,132,411K
Hud (1963),7.8,Won 3 Oscars,17 wins & 17 nominations total,Martin Ritt,"$2,500,000 (estimated)",Passed,159,66,21K
The Caine Mutiny (1954),7.7,Nominated for 7 Oscars,13 nominations total,Edward Dmytryk,1.66 : 1,Not Rated,195,50,27K
Monty Python and the Holy Grail (1975),8.2,Awards,3 wins & 3 nominations,Terry Gilliam,"$1,940,906",PG,814,112,521K
300 (2006),7.6,Awards,19 wins & 55 nominations,Zack Snyder,"$456,068,181",R,2.2K,482,762K
The King's Speech (2010),8.0,Won 4 Oscars,108 wins & 206 nominations total,Tom Hooper,"$427,374,317",R,792,487,660K
10 Cloverfield Lane (2016),7.2,Awards,16 wins & 48 nominations,Dan Trachtenberg,"$110,216,998",PG-13,825,529,309K
Fantastic Beasts and Where to Find Them (2016),7.3,Won 1 Oscar,15 wins & 54 nominations total,David Yates,"$814,044,001",PG-13,861,453,433K
Abraham Lincoln: Vampire Hunter (2012),5.9,Awards,1 nomination,Timur Bekmambetov,"$116,471,580",R,426,413,153K
The Bourne Supremacy (2004),7.7,Awards,5 wins & 22 nominations,Paul Greengrass,"$290,835,269",PG-13,886,251,449K
Kick-Ass 2 (2013),6.5,Awards,1 win & 9 nominations,Jeff Wadlow,"$60,795,985",R,415,360,264K
Baywatch (2017),5.5,Awards,5 wins & 11 nominations,Seth Gordon,"$177,856,751",R,507,335,176K
Bohemian Rhapsody (2018),7.9,Won 4 Oscars,47 wins & 80 nominations total,Bryan Singer,"$911,100,727",PG-13,3.4K,423,496K
Training Day (2001),7.7,Won 1 Oscar,18 wins & 23 nominations total,Antoine Fuqua,"$104,876,233",R,757,125,413K
Mission: Impossible III (2006),6.9,Awards,7 wins & 14 nominations,J.J. Abrams,"$398,479,497",PG-13,939,331,343K
Alien: Covenant (2017),6.4,Awards,2 wins & 13 nominations,Ridley Scott,"$240,891,763",R,2.1K,592,268K
The Hobbit: The Desolation of Smaug (2013),7.8,Nominated for 3 Oscars,19 wins & 90 nominations total,Peter Jackson,"$959,007,513",PG-13,1K,541,627K
The Flight of the Phoenix (1965),7.5,Nominated for 2 Oscars,6 nominations total,Robert Aldrich,"$5,355,000 (estimated)",Not Rated,133,50,20K
C'era una volta il West (1968),8.5,Awards,4 wins & 5 nominations,Sergio Leone,"$5,434,825",PG-13,784,160,317K
The Secret Life of Walter Mitty (2013),7.3,Awards,5 wins & 18 nominations,Ben Stiller,"$188,133,322",PG,738,385,306K
The Cable Guy (1996),6.1,Awards,3 wins & 2 nominations,Ben Stiller,"$102,825,796",PG-13,413,75,160K
Ben-Hur (2016),5.7,Awards,2 wins & 3 nominations,Timur Bekmambetov,"$94,061,311",PG-13,280,228,43K
Ready Player One (2018),7.4,Nominated for 1 Oscar,11 wins & 55 nominations total,Steven Spielberg,"$582,893,671",PG-13,2.1K,602,404K
Unbroken (2014),7.2,Nominated for 3 Oscars,14 wins & 33 nominations total,Angelina Jolie,"$161,459,297",PG-13,478,271,159K
Quo Vadis (1951),7.2,Nominated for 8 Oscars,4 wins & 10 nominations total,Mervyn LeRoy,"$101,486",Not Rated,129,60,15K
The Dirty Dozen (1967),7.7,Won 1 Oscar,4 wins & 9 nominations total,Robert Aldrich,"$5,400,000 (estimated)",Not Rated,203,97,70K
Paths of Glory (1957),8.4,Awards,7 wins & 4 nominations total,Stanley Kubrick,"$935,000 (estimated)",Approved,474,171,189K
The Magnificent Seven (2016),6.9,Awards,5 wins & 12 nominations,Antoine Fuqua,"$162,360,636",PG-13,560,391,201K
Star Wars: Episode VIII - The Last Jedi (2017),6.9,Nominated for 4 Oscars,25 wins & 99 nominations total,Rian Johnson,"$1,332,698,830",PG-13,7K,724,595K
Mission: Impossible II (2000),6.1,Awards,12 wins & 20 nominations,John Woo,"$546,388,108",PG-13,1.5K,238,328K
J. Edgar (2011),6.5,Awards,5 wins & 17 nominations,Clint Eastwood,"$84,920,539",R,303,414,126K
War Dogs (2016),7.1,Awards,3 nominations,Todd Phillips,"$86,234,523",R,265,286,197K
Horrible Bosses (2011),6.8,Awards,3 wins & 13 nominations,Seth Gordon,"$209,838,559",R,469,351,435K
Thelma & Louise (1991),7.5,Won 1 Oscar,25 wins & 50 nominations total,Ridley Scott,"$45,457,532",R,365,137,146K
Limitless (2011),7.4,Awards,2 wins & 8 nominations,Neil Burger,"$161,849,455",PG-13,527,396,549K
The Hunger Games: Mockingjay - Part 1 (2014),6.6,Awards,21 wins & 32 nominations,Francis Lawrence,"$755,356,711",PG-13,637,433,434K
The Croods (2013),7.2,Nominated for 1 Oscar,5 wins & 46 nominations total,Kirk DeMicco,"$587,235,983",PG,279,278,204K
Hotel Transylvania (2012),7.1,Awards,2 wins & 15 nominations,Genndy Tartakovsky,"$358,375,603",PG,258,277,240K
Police Academy 2: Their First Assignment (1985),5.8,Awards,1 win,Jerry Paris,"$55,600,000",PG-13,101,36,54K
Ted (2012),6.9,Nominated for 1 Oscar,13 wins & 28 nominations total,Seth MacFarlane,"$549,368,315",R,693,473,590K
Public Enemies (2009),7.0,Awards,1 win & 14 nominations,Michael Mann,"$214,104,620",R,672,369,292K
22 Jump Street (2014),7.0,Awards,7 wins & 25 nominations,Phil Lord,"$331,333,876",R,371,353,361K
Selma (2014),7.5,Won 1 Oscar,57 wins & 91 nominations total,Ava DuVernay,"$66,787,908",PG-13,285,386,90K
Superman (1978),7.3,Won 1 Oscar,17 wins & 23 nominations total,Richard Donner,"$300,451,603",PG,608,212,168K
The Frighteners (1996),7.1,Awards,3 wins & 16 nominations,Peter Jackson,"$29,359,216",R,254,141,86K
The Firm (1993),6.8,Nominated for 2 Oscars,3 wins & 7 nominations total,Sydney Pollack,"$270,248,367",R,216,68,128K
Back to the Future (1985),8.5,Won 1 Oscar,22 wins & 25 nominations total,Robert Zemeckis,"Jul 7, 1985",PG,1.3K,267,1.1M
The World's End (2013),7.0,Awards,4 wins & 28 nominations,Edgar Wright,"$46,091,271",R,536,455,272K
The Day After Tomorrow (2004),6.4,Awards,6 wins & 12 nominations total,Roland Emmerich,"$552,639,571",PG-13,1.2K,135,432K
Harry Potter and the Order of the Phoenix (2007),7.5,Awards,16 wins & 47 nominations total,David Yates,"$942,172,396",PG-13,1.2K,356,541K
Ronin (1998),7.3,Awards,1 win & 4 nominations,John Frankenheimer,"$41,616,262",R,647,147,179K
Léon (1994),8.5,Awards,6 wins & 15 nominations,Luc Besson,"$19,552,639",R,1.3K,150,1.1M
Cloud Atlas (2012),7.4,Awards,15 wins & 79 nominations,Tom Tykwer,"$130,516,424",R,1K,527,354K
Paddington (2014),7.3,Awards,3 wins & 7 nominations total,Paul King,"$282,377,683",PG,290,260,107K
Eddie the Eagle (2015),7.4,Awards,2 wins & 9 nominations,Dexter Fletcher,"$46,152,800",PG-13,211,253,90K
Escape Room (2019),6.4,Awards,1 win & 7 nominations,Adam Robitel,"$155,712,077",PG-13,820,237,110K
King Kong (2005),7.2,Won 3 Oscars,46 wins & 104 nominations total,Peter Jackson,"$556,906,378",PG-13,2.7K,234,409K
Young Guns II (1990),6.5,Nominated for 1 Oscar,3 wins & 4 nominations total,Geoff Murphy,"$44,143,410",PG-13,92,28,35K
Ant-Man (2015),7.3,Awards,4 wins & 34 nominations total,Peyton Reed,"$519,311,965",PG-13,791,593,616K
Last Action Hero (1993),6.4,Awards,1 win & 16 nominations,John McTiernan,"$137,298,489",PG-13,337,129,146K
Equilibrium (2002),7.4,Awards,2 nominations,Kurt Wimmer,"$5,368,217",R,1.2K,161,320K
Troy (2004),7.3,Nominated for 1 Oscar,5 wins & 23 nominations total,Wolfgang Petersen,"$497,409,852",R,1.8K,206,511K
The Aviator (2004),7.5,Won 5 Oscars,85 wins & 131 nominations total,Martin Scorsese,"$213,719,942",PG-13,879,267,349K
Hanna (2011),6.8,Awards,8 wins & 26 nominations,Joe Wright,"$63,782,078",PG-13,542,417,195K
The Departed (2006),8.5,Won 4 Oscars,97 wins & 141 nominations total,Martin Scorsese,"$291,465,373",R,2.4K,306,1.3M
The Monuments Men (2014),6.1,Awards,3 wins & 3 nominations,George Clooney,"$156,706,638",PG-13,469,338,129K
The Wolfman (2010),5.8,Won 1 Oscar,4 wins & 8 nominations total,Joe Johnston,"$139,789,765",R,502,376,105K
Armageddon (1998),6.7,Nominated for 4 Oscars,15 wins & 40 nominations total,Michael Bay,"$553,709,788",PG-13,1.2K,163,411K
Hugo (2011),7.5,Won 5 Oscars,61 wins & 192 nominations total,Martin Scorsese,"$185,770,310",PG,808,713,315K
Corpse Bride (2005),7.3,Nominated for 1 Oscar,9 wins & 30 nominations total,Tim Burton,"$118,090,836",PG,569,278,259K
"Monsters, Inc. (2001)",8.1,Won 1 Oscar,15 wins & 38 nominations total,Pete Docter,"$579,707,738",G,745,248,859K
Dark Shadows (2012),6.2,Awards,2 wins & 13 nominations,Tim Burton,"$245,527,149",PG-13,577,539,257K
X-Men: Apocalypse (2016),6.9,Awards,1 win & 19 nominations,Bryan Singer,"$543,934,105",PG-13,877,495,413K
Pánico en el Transiberiano (1972),6.6,Awards,1 win & 1 nomination,Eugenio Martín,"$300,000 (estimated)",R,168,135,10K
Von Ryan's Express (1965),7.1,Nominated for 1 Oscar,1 win & 3 nominations total,Mark Robson,"$5,760,000 (estimated)",Approved,91,47,14K
Stargate (1994),7.1,Awards,6 wins & 6 nominations,Roland Emmerich,2.39 : 1,PG-13,324,103,184K
Sherlock Holmes: A Game of Shadows (2011),7.5,Awards,3 wins & 11 nominations,Guy Ritchie,"$543,848,418",PG-13,480,258,437K
The Adventures of Tintin (2011),7.3,Nominated for 1 Oscar,22 wins & 63 nominations total,Steven Spielberg,"$373,993,951",PG,522,463,225K
Lord of War (2005),7.6,Awards,2 wins & 3 nominations,Andrew Niccol,"$72,617,068",R,503,157,305K
Fury (2014),7.6,Awards,5 wins & 24 nominations,David Ayer,"$211,822,697",R,1K,374,456K
The Lego Movie 2: The Second Part (2019),6.6,Awards,1 win & 16 nominations,Mike Mitchell,2.35 : 1,PG,426,234,61K
The Wolf of Wall Street (2013),8.2,Nominated for 5 Oscars,37 wins & 179 nominations total,Martin Scorsese,"$392,000,694",R,1.6K,406,1.3M
Magic Mike (2012),6.1,Awards,9 wins & 14 nominations,Steven Soderbergh,"$167,739,961",R,311,337,135K
Scanners (1981),6.8,Awards,3 wins & 9 nominations,David Cronenberg,"$14,225,876",R,217,152,53K
Bad Lieutenant (1992),7.1,Awards,2 wins & 5 nominations,Abel Ferrara,"$2,038,916",NC-17,200,77,42K
The Lost City of Z (2016),6.6,Awards,6 wins & 31 nominations,James Gray,"$19,263,938",PG-13,285,291,86K
Saw (2004),7.6,Awards,8 wins & 10 nominations,James Wan,"$103,911,669",R,1.6K,237,401K
In Bruges (2008),7.9,Nominated for 1 Oscar,24 wins & 55 nominations total,Martin McDonagh,"$34,085,749",R,662,325,406K
American Assassin (2017),6.2,Awards,2 nominations,Michael Cuesta,"$67,234,188",R,491,226,78K
In the Heart of the Sea (2015),6.9,Awards,1 win & 5 nominations,Ron Howard,"$93,920,758",PG-13,306,327,132K
The Pirates! In an Adventure with Scientists! (2012),6.7,Nominated for 1 Oscar,20 nominations total,Peter Lord,"$123,054,041",PG,118,247,47K
Trainspotting (1996),8.1,Nominated for 1 Oscar,23 wins & 35 nominations total,Danny Boyle,"$16,767,475",R,661,155,661K
Serbuan maut (2011),7.6,Awards,8 wins & 13 nominations,Gareth Evans,"$9,148,519",R,450,523,198K
Re-Animator (1985),7.2,Awards,4 wins & 4 nominations,Stuart Gordon,"$2,023,414",Unrated,267,213,61K
RED (2010),7.0,Awards,4 wins & 19 nominations,Robert Schwentke,"$199,006,387",PG-13,397,335,300K
Apocalypto (2006),7.8,Nominated for 3 Oscars,9 wins & 23 nominations total,Mel Gibson,"$120,673,227",R,1.2K,298,302K
Lethal Weapon 2 (1989),7.2,Nominated for 1 Oscar,1 win & 2 nominations total,Richard Donner,"$227,853,986",R,211,89,169K
The Social Network (2010),7.7,Won 3 Oscars,172 wins & 186 nominations total,David Fincher,"$224,920,375",PG-13,980,439,661K
Rango (2011),7.2,Won 1 Oscar,46 wins & 25 nominations total,Gore Verbinski,1.78 : 1 (HDTV),PG,460,375,251K
Deep Impact (1998),6.2,Awards,5 wins & 14 nominations,Mimi Leder,2.39 : 1,PG-13,605,89,173K
The Dead Zone (1983),7.2,Awards,7 wins & 4 nominations,David Cronenberg,"$20,766,616",R,256,125,67K
Bullitt (1968),7.4,Won 1 Oscar,7 wins & 9 nominations total,Peter Yates,"$511,422",M/PG,397,117,66K
The Hustler (1961),8.0,Won 2 Oscars,13 wins & 20 nominations total,Robert Rossen,"$2,000,000 (estimated)",Not Rated,225,120,80K
National Treasure (2004),6.9,Awards,1 win & 9 nominations,Jon Turteltaub,"$347,512,318",PG,768,190,318K
Deadpool 2 (2018),7.7,Awards,6 wins & 52 nominations,David Leitch,"$785,896,609",R,1.3K,534,528K
Ali (2001),6.8,Nominated for 2 Oscars,10 wins & 27 nominations total,Michael Mann,2.39 : 1,R,409,179,97K
The Fugitive (1993),7.8,Won 1 Oscar,13 wins & 37 nominations total,Andrew Davis,"$368,875,760",PG-13,373,116,282K
Sabotage (1936),7.1,Won 1 Oscar,13 wins & 37 nominations total,Andrew Davis,I Married a Murderer,PG-13,373,116,282K
Runaway Train (1985),7.2,Nominated for 3 Oscars,2 wins & 8 nominations total,Andrey Konchalovskiy,"$7,683,620",R,199,82,28K
Escape Plan (2013),6.7,Awards,2 nominations,Mikael Håfström,"$137,328,301",R,372,309,236K
North by Northwest (1959),8.3,Nominated for 3 Oscars,8 wins & 10 nominations total,Alfred Hitchcock,"$75,591",Approved,676,185,315K
Argo (2012),7.7,Won 3 Oscars,94 wins & 156 nominations total,Ben Affleck,"$232,325,503",R,853,678,594K
Godzilla (2014),6.4,Awards,7 wins & 31 nominations,Gareth Edwards,"$524,976,069",PG-13,1.7K,664,401K
Total Recall (2012),6.2,Awards,2 wins & 6 nominations,Len Wiseman,"$198,467,168",PG-13,654,425,248K
Ocean's Eleven (2001),7.7,Awards,4 wins & 20 nominations,Steven Soderbergh,"$450,717,150",PG-13,989,125,544K
Zoolander (2001),6.5,Awards,1 win & 11 nominations,Ben Stiller,2.39 : 1,PG-13,559,133,256K
Pacific Rim (2013),6.9,Awards,7 wins & 48 nominations total,Guillermo del Toro,"$411,002,906",PG-13,1.2K,614,483K
Enemy at the Gates (2001),7.6,Awards,7 nominations,Jean-Jacques Annaud,"$96,976,270",R,731,105,253K
WALL·E (2008),8.4,Won 1 Oscar,93 wins & 95 nominations total,Andrew Stanton,"$521,311,890",G,1.4K,273,1.1M
Death Wish (1974),7.0,Awards,2 nominations,Michael Winner,"$22,000,000",R,244,113,38K
The Mechanic (1972),6.9,Awards,2 nominations,Michael Winner,"$10,000,000 (estimated)",R,244,113,38K
Percy Jackson & the Olympians: The Lightning Thief (2010),5.9,Awards,11 nominations,Chris Columbus,"$226,497,209",PG,518,228,183K
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",6.9,Won 1 Oscar,18 wins & 46 nominations total,Andrew Adamson,"$745,013,115",PG,1.6K,268,382K
The Godfather: Part II (1974),9.0,Won 6 Oscars,17 wins & 20 nominations total,Francis Ford Coppola,"$48,035,783",R,1.2K,190,1.2M
Green Lantern (2011),5.5,Awards,3 wins & 6 nominations,Martin Campbell,"$219,851,172",PG-13,723,447,277K
Titan A.E. (2000),6.6,Awards,1 win & 6 nominations,Don Bluth,2.39 : 1,PG,408,103,60K
Conan the Destroyer (1984),5.9,Awards,1 win & 3 nominations,Richard Fleischer,"$31,042,035",PG,140,92,79K
xXx (2002),5.9,Awards,4 wins & 14 nominations,Rob Cohen,"$277,448,382",PG-13,756,180,177K
Pearl Harbor (2001),6.2,Won 1 Oscar,14 wins & 51 nominations total,Michael Bay,"$449,220,945",PG-13,2K,168,322K
Anchorman 2: The Legend Continues (2013),6.3,Awards,1 win & 23 nominations,Adam McKay,"$173,649,931",PG-13,400,278,175K
Priest (2011),5.7,Awards,3 nominations,Scott Stewart,"$78,309,505",PG-13,303,204,118K
The Dark Tower (2017),5.6,Awards,4 nominations,Nikolaj Arcel,"$113,231,078",PG-13,879,358,134K
Hacksaw Ridge (2016),8.1,Won 2 Oscars,55 wins & 115 nominations total,Mel Gibson,"$180,563,636",R,1K,478,476K
Excalibur (1981),7.4,Nominated for 1 Oscar,2 wins & 10 nominations total,John Boorman,"$34,971,136",R,409,124,60K
The Lincoln Lawyer (2011),7.3,Awards,1 nomination,Brad Furman,"$86,752,352",R,293,287,227K
Moonstruck (1987),7.1,Won 3 Oscars,18 wins & 19 nominations total,Norman Jewison,"Dec 20, 1987",PG,187,86,56K
Scarface (1983),8.3,Awards,8 nominations,Brian De Palma,"$65,884,703",R,1.1K,185,787K
The Patriot (2000),7.2,Nominated for 3 Oscars,9 wins & 20 nominations total,Roland Emmerich,"$215,294,342",R,1.2K,177,264K
The Founder (2016),7.2,Awards,1 win & 5 nominations,John Lee Hancock,"$24,121,245",PG-13,338,323,140K
Batman (1989),7.5,Won 1 Oscar,9 wins & 26 nominations total,Tim Burton,"$411,508,343",PG-13,991,241,355K
Space Cowboys (2000),6.5,Nominated for 1 Oscar,4 wins & 9 nominations total,Clint Eastwood,"$128,884,132",PG-13,367,144,79K
The Graduate (1967),8.0,Won 1 Oscar,21 wins & 21 nominations total,Mike Nichols,"$105,015,008",PG,806,197,265K
The Lost World: Jurassic Park (1997),6.6,Nominated for 1 Oscar,4 wins & 28 nominations total,Steven Spielberg,"May 25, 1997",PG-13,721,213,397K
The Hunt for Red October (1990),7.6,Won 1 Oscar,3 wins & 8 nominations total,John McTiernan,"$200,512,643",PG,327,120,190K
The Way Back (2010),7.3,Nominated for 1 Oscar,4 wins & 5 nominations total,Peter Weir,"$24,172,201",PG-13,224,218,114K
Independence Day (1996),7.0,Won 1 Oscar,35 wins & 35 nominations total,Roland Emmerich,"$817,400,891",PG-13,1K,203,553K
Invasion of the Body Snatchers (1978),7.4,Awards,3 wins & 10 nominations,Philip Kaufman,"$24,946,533",PG,233,217,57K
The Thing (2011),6.2,Awards,5 nominations,Matthijs van Heijningen Jr.,"$31,505,287",R,652,375,128K
Indiana Jones and the Last Crusade (1989),8.2,Won 1 Oscar,8 wins & 22 nominations total,Steven Spielberg,"$474,171,806",PG-13,637,180,723K
Monsters University (2013),7.2,Awards,9 wins & 58 nominations total,Dan Scanlon,"$743,559,645",G,360,398,341K
Thor: Ragnarok (2017),7.9,Awards,6 wins & 49 nominations,Taika Waititi,"$853,983,911",PG-13,1.7K,531,660K
Rush (2013),8.1,Awards,6 wins & 65 nominations total,Ron Howard,"$96,983,009",R,629,428,457K
Now You See Me (2013),7.2,Awards,1 win & 3 nominations,Louis Leterrier,"$351,723,989",PG-13,832,406,626K
The Elephant Man (1980),8.1,Nominated for 8 Oscars,10 wins & 22 nominations total,David Lynch,"$26,023,706",PG,456,165,232K
The Mask of Zorro (1998),6.8,Nominated for 2 Oscars,9 wins & 18 nominations total,Martin Campbell,"$250,288,523",PG-13,364,123,177K
Meet Joe Black (1998),7.2,Awards,3 wins & 6 nominations,Martin Brest,"$142,940,100",PG-13,864,93,229K
Thief of Baghdad (1977),6.9,Awards,3 wins & 6 nominations,Martin Brest,"$142,940,100",PG-13,864,93,229K
Dredd (2012),7.1,Awards,2 wins & 14 nominations,Pete Travis,"$41,037,742",R,821,479,265K
Pitch Black (2000),7.1,Awards,2 wins & 9 nominations,David Twohy,"$53,187,659",R,854,145,233K
Pirates of the Caribbean: On Stranger Tides (2011),6.6,Awards,3 wins & 31 nominations,Rob Marshall,"$1,045,713,802",PG-13,570,473,501K
War Horse (2011),7.2,Nominated for 6 Oscars,15 wins & 77 nominations total,Steven Spielberg,"$177,584,879",PG-13,567,411,153K
Warcraft (2016),6.8,Awards,2 wins & 3 nominations,Duncan Jones,"$439,048,914",PG-13,1K,370,255K
Atlantis: The Lost Empire (2001),6.9,Awards,2 wins & 14 nominations,Gary Trousdale,"$186,053,725",PG,352,145,112K
Silence (2016),7.2,Nominated for 1 Oscar,6 wins & 58 nominations total,Martin Scorsese,"$23,834,809",R,484,437,107K
Non-Stop (2014),6.9,Awards,1 nomination,Jaume Collet-Serra,"$222,809,600",PG-13,480,380,258K
Divergent (2014),6.6,Awards,7 wins & 11 nominations,Neil Burger,"$288,885,818",PG-13,843,473,442K
Spy (2015),7.0,Awards,6 wins & 30 nominations,Paul Feig,"$235,666,219",R,555,391,239K
The Transporter (2002),6.8,Awards,6 wins & 30 nominations,Paul Feig,"$43,928,932",R,555,391,239K
Skyfall (2012),7.8,Won 2 Oscars,67 wins & 123 nominations total,Sam Mendes,"$1,108,569,499",PG-13,1.6K,542,671K
Alita: Battle Angel (2019),7.3,Awards,10 wins & 24 nominations,Robert Rodriguez,"$404,980,543",PG-13,2.8K,383,251K
Avatar (2009),7.8,Won 3 Oscars,89 wins & 131 nominations total,James Cameron,"$2,847,246,203",PG-13,3.5K,481,1.2M
The Revenant (2015),8.0,Won 3 Oscars,92 wins & 188 nominations total,Alejandro G. Iñárritu,"$532,950,503",R,1.7K,654,752K
The A-Team (2010),6.7,Awards,2 wins & 4 nominations,Joe Carnahan,"$177,238,796",PG-13,429,331,253K
Gremlins (1984),7.3,Awards,8 wins & 6 nominations,Joe Dante,"$153,633,143",PG,354,266,211K
The Hobbit: The Battle of the Five Armies (2014),7.4,Nominated for 1 Oscar,8 wins & 55 nominations total,Peter Jackson,"$962,182,865",PG-13,925,460,499K
Gladiator (2000),8.5,Won 5 Oscars,59 wins & 106 nominations total,Ridley Scott,"$465,380,802",R,2.8K,221,1.4M
Django Unchained (2012),8.4,Won 2 Oscars,58 wins & 158 nominations total,Quentin Tarantino,"$426,074,373",R,1.7K,665,1.4M
Another 48 Hrs. (1990),5.9,Won 2 Oscars,58 wins & 158 nominations total,Quentin Tarantino,"$153,518,974",R,1.7K,665,1.4M
Blade (1998),7.1,Awards,5 wins & 11 nominations,Stephen Norrington,"$131,211,377",R,677,183,260K
The Chronicles of Narnia: Prince Caspian (2008),6.5,Awards,2 wins & 21 nominations,Andrew Adamson,"$419,665,568",PG,478,256,203K
Twelve Monkeys (1995),8.0,Nominated for 2 Oscars,10 wins & 25 nominations total,Terry Gilliam,"$168,839,459",R,708,202,599K
St. Elmo's Fire (1985),6.4,Awards,1 win & 1 nomination,Joel Schumacher,"$37,803,872",R,188,51,40K
The Breakfast Club (1985),7.8,Awards,4 wins,John Hughes,"$51,525,171",R,947,165,376K
Hard Times (1975),7.3,Awards,4 wins,John Hughes,"$2,700,000 (estimated)",R,947,165,376K
American Reunion (2012),6.7,Awards,1 win & 4 nominations,Jon Hurwitz,"$234,989,584",R,220,299,209K
Serbuan maut 2: Berandal (2014),8.0,Awards,5 wins & 10 nominations,Gareth Evans,"$6,566,916",R,369,469,119K
Murder on the Orient Express (1974),7.3,Won 1 Oscar,9 wins & 16 nominations total,Sidney Lumet,"$27,659,517",PG,242,74,59K
The Avengers (2012),8.0,Nominated for 1 Oscar,38 wins & 80 nominations total,Joss Whedon,"$1,518,815,515",PG-13,2K,761,1.3M
The Maze Runner (2014),6.8,Awards,4 wins & 12 nominations,Wes Ball,"$348,319,861",PG-13,680,327,442K
Frozen (2013),7.4,Won 2 Oscars,81 wins & 60 nominations total,Chris Buck,"$1,281,508,100",PG,1.2K,454,596K
Donnie Brasco (1997),7.7,Nominated for 1 Oscar,2 wins & 16 nominations total,Mike Newell,"$124,909,762",R,322,119,293K
A Knight's Tale (2001),6.9,Awards,4 wins & 13 nominations,Brian Helgeland,"$117,487,473",PG-13,725,144,180K
Doctor Sleep (2019),7.3,Awards,9 wins & 37 nominations,Mike Flanagan,"$72,381,712",R,1.6K,377,172K
Sleepless in Seattle (1993),6.8,Nominated for 2 Oscars,4 wins & 19 nominations total,Nora Ephron,"$227,927,165",PG,287,85,169K
It's a Wonderful Life (1946),8.6,Nominated for 5 Oscars,6 wins & 6 nominations total,Frank Capra,"$6,184,298",PG,1K,186,426K
Bakemono no ko (2015),7.6,Awards,3 wins & 8 nominations,Mamoru Hosoda,"$49,768,644",PG-13,46,167,22K
Joker (2019),8.4,Won 2 Oscars,119 wins & 238 nominations total,Todd Phillips,"$1,074,419,384",R,11.1K,746,1.1M
Ad Astra (2019),6.5,Nominated for 1 Oscar,15 wins & 77 nominations total,James Gray,"$127,461,872",PG-13,3.3K,459,218K
Gravity (2013),7.7,Won 7 Oscars,238 wins & 187 nominations total,Alfonso Cuarón,"$723,192,705",PG-13,2.2K,789,797K
Signs (2002),6.7,Awards,3 wins & 34 nominations,M. Night Shyamalan,"$408,247,917",PG-13,2.4K,217,351K
The Fifth Element (1997),7.7,Nominated for 1 Oscar,10 wins & 39 nominations total,Luc Besson,"$263,920,180",PG-13,914,188,453K
ParaNorman (2012),7.0,Nominated for 1 Oscar,19 wins & 46 nominations total,Chris Butler,"$107,139,399",PG,226,351,99K
The Man Who Shot Liberty Valance (1962),8.1,Nominated for 1 Oscar,4 wins & 3 nominations total,John Ford,"$3,200,000 (estimated)",Approved,281,100,73K
Whip It (2009),6.9,Awards,8 nominations,Drew Barrymore,2.35 : 1,PG-13,139,200,66K
It Chapter Two (2019),6.5,Awards,7 wins & 33 nominations,Andy Muschietti,"$473,093,228",R,2.3K,443,237K
Need for Speed (2014),6.4,Awards,1 win & 5 nominations,Scott Waugh,"$203,277,636",PG-13,433,336,167K
Logan (2017),8.1,Nominated for 1 Oscar,28 wins & 77 nominations total,James Mangold,"$619,179,950",R,1.6K,655,699K
Citizen Kane (1941),8.3,Won 1 Oscar,11 wins & 13 nominations total,Orson Welles,"$1,603,237",PG,1.5K,272,426K
Straw Dogs (1971),7.5,Nominated for 1 Oscar,1 win & 2 nominations total,Sam Peckinpah,"$3,251,794 (estimated)",R,289,96,59K
The Last Samurai (2003),7.7,Nominated for 4 Oscars,20 wins & 67 nominations total,Edward Zwick,"$454,627,263",R,1K,174,419K
Memoirs of a Geisha (2005),7.4,Won 3 Oscars,32 wins & 47 nominations total,Rob Marshall,"$162,242,962",PG-13,629,214,144K
Goodfellas (1990),8.7,Won 1 Oscar,44 wins & 38 nominations total,Martin Scorsese,"$46,963,277",R,1.4K,155,1.1M
L.A. Confidential (1997),8.2,Won 2 Oscars,91 wins & 85 nominations total,Curtis Hanson,"$126,216,940",R,772,146,557K
American Hustle (2013),7.2,Nominated for 10 Oscars,69 wins & 227 nominations total,David O. Russell,"$251,171,807",R,845,551,465K
The Hunger Games: Mockingjay - Part 2 (2015),6.6,Awards,16 wins & 34 nominations,Francis Lawrence,"$658,344,137",PG-13,501,431,306K
Spaceballs (1987),7.1,Awards,1 win,Mel Brooks,"$38,119,483",PG,360,112,182K
